id,supplier_id,name,description,category,grade,purity_percentage,li2co3_content,lioh_content,li2o_content,particle_size_um,bulk_density,moisture_content,unit,min_order_quantity,lead_time_days,available_quantity,certifications,esg_compliant,conflict_free,specifications,pricing,status,created_at,updated_at
281dece1-4a80-4180-a46c-34028ab2c39c,d4507d8e-c7cb-462f-bbb7-77ad981830f8,Battery Grade Recycled Lithium 98.8%,High-quality battery grade recycled lithium for EV battery applications. Meets strict automotive specifications.,Recycled Lithium,Battery Grade,98.8,,,,D50: 24μm,1.34 g/cm³,0.03,MT,10,84,3606,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0006%"",""Fe"":""≤0.0004%""}","{""base_price"":860,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-02-07T05:38:30.432Z,2025-12-08T05:38:30.432Z
80e476ec-23ee-47f6-ab38-30cab4a3344a,d4507d8e-c7cb-462f-bbb7-77ad981830f8,Technical Grade Lithium Hydroxide 99.55%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.55,,56.52,,,1.12 g/cm³,0.05,MT,238,40,4001,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0002%""}","{""base_price"":6191,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-04-13T05:38:30.432Z,2025-12-31T05:38:30.432Z
ce43b4fa-eae0-4694-98d3-95dd6264f097,d4507d8e-c7cb-462f-bbb7-77ad981830f8,Pharmaceutical Grade Lithium Chloride 98.1%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,98.11,,,,,1.31 g/cm³,0.09,MT,382,75,4932,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.002%"",""Fe"":""≤0.0002%""}","{""base_price"":6368,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-08-08T05:38:30.432Z,2025-12-09T05:38:30.432Z
1eb956fe-36ec-4021-bb72-f9980bb8c478,d4507d8e-c7cb-462f-bbb7-77ad981830f8,Battery Grade Lithium Carbonate 99.5%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.46,99.46,,,D50: 13μm,0.86 g/cm³,0.05,MT,10,85,7187,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0005%""}","{""base_price"":12963,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-03-07T05:38:30.432Z,2025-12-17T05:38:30.432Z
283cef12-4fba-46c4-bfca-046e31c654d7,d4507d8e-c7cb-462f-bbb7-77ad981830f8,Pharmaceutical Grade Recycled Lithium 98.6%,High-quality pharmaceutical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Pharmaceutical Grade,98.57,,,,,0.84 g/cm³,0.07,MT,165,48,4249,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0006%"",""Fe"":""≤0.0003%""}","{""base_price"":6889,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-10-21T05:38:30.432Z,2025-12-09T05:38:30.432Z
69e63c50-6244-417b-a5b9-9986f77a7f6b,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Industrial Grade Lithium Spodumene,High-quality industrial grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Industrial Grade,,,,6.85,,0.87 g/cm³,0.15,MT,330,69,3021,[],false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0006%"",""Fe"":""≤0.0002%""}","{""base_price"":9217,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-07-23T05:38:30.432Z,2025-12-17T05:38:30.432Z
1479b843-dd3f-400e-b073-968d01307883,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Pharmaceutical Grade Other 99.3%,High-quality pharmaceutical grade other for industrial applications. Reliable quality for manufacturing.,Other,Pharmaceutical Grade,99.35,,,,,0.92 g/cm³,0.12,MT,196,73,7028,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.001%"",""Fe"":""≤0.0005%""}","{""base_price"":7396,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-02-04T05:38:30.432Z,2025-12-24T05:38:30.432Z
f3331314-32e4-42df-b46d-9d11365fdeb9,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Battery Grade Lithium Carbonate 99.72%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.72,99.72,,,D50: 56μm,0.92 g/cm³,0.02,MT,46,89,5957,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0008%"",""Fe"":""≤0.0003%""}","{""base_price"":14311,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-08-20T05:38:30.432Z,2025-12-18T05:38:30.432Z
898ba664-63e1-4cd6-a26e-7579909f1d03,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,6.05,,1.33 g/cm³,0.03,MT,261,87,9528,[],false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0017%"",""Fe"":""≤0.0003%""}","{""base_price"":5578,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-05-29T05:38:30.432Z,2026-01-02T05:38:30.432Z
1855e674-f988-4297-8266-47951c4ff1e2,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Battery Grade Lithium Carbonate 99.52%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.52,99.52,,,D50: 37μm,1.21 g/cm³,0.1,MT,44,30,3166,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0004%""}","{""base_price"":13306,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-08-31T05:38:30.432Z,2025-12-30T05:38:30.432Z
3484ae60-1f33-4fab-8c0d-2d139cc23ec2,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Industrial Grade Lithium Chloride 98.3%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,98.28,,,,,1.04 g/cm³,0.1,MT,369,78,5278,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0008%"",""Fe"":""≤0.0005%""}","{""base_price"":7456,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-10-10T05:38:30.432Z,2025-12-08T05:38:30.432Z
d10664ac-c89f-42cf-9272-1f4e8d036ca6,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Battery Grade Lithium Spodumene,High-quality battery grade lithium spodumene for EV battery applications. Meets strict automotive specifications.,Lithium Spodumene,Battery Grade,,,,6.98,D50: 28μm,1.4 g/cm³,0.07,MT,35,33,1541,[],false,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0001%"",""Fe"":""≤0.0003%""}","{""base_price"":1022,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-10-09T05:38:30.432Z,2025-12-20T05:38:30.432Z
af4f61c4-ca7d-4fa3-a0da-c75c7ac6cbc4,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Technical Grade Lithium Spodumene,High-quality technical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Technical Grade,,,,5.98,,1.07 g/cm³,0.09,MT,78,57,4828,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0002%""}","{""base_price"":8184,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-03-15T05:38:30.432Z,2025-12-23T05:38:30.432Z
5f83dabc-8fd0-4e5f-a9e9-623841ef2278,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Industrial Grade Other 98.5%,High-quality industrial grade other for industrial applications. Reliable quality for manufacturing.,Other,Industrial Grade,98.49,,,,,0.89 g/cm³,0.13,MT,305,55,2646,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0012%"",""Fe"":""≤0.0002%""}","{""base_price"":5219,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-04-09T05:38:30.432Z,2025-12-05T05:38:30.432Z
e7fead43-4543-4408-bc8e-889b7e9938c5,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Pharmaceutical Grade Lithium Carbonate 99.4%,High-quality pharmaceutical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Pharmaceutical Grade,99.44,99.44,,,,0.97 g/cm³,0.08,MT,276,67,3412,[],false,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0014%"",""Fe"":""≤0.0001%""}","{""base_price"":7785,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-01-20T05:38:30.432Z,2025-12-23T05:38:30.432Z
89d2fa27-014d-4bd0-b9a8-4f5615184816,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Pharmaceutical Grade Lithium Carbonate 99.89%,High-quality pharmaceutical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Pharmaceutical Grade,99.89,99.89,,,,1.02 g/cm³,0.12,MT,476,86,6099,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0011%"",""Fe"":""≤0.0002%""}","{""base_price"":9231,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-07-18T05:38:30.432Z,2025-12-29T05:38:30.432Z
b49d2d9c-20d6-4cc3-bf8d-a75c040a7f16,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Pharmaceutical Grade Other 99.3%,High-quality pharmaceutical grade other for industrial applications. Reliable quality for manufacturing.,Other,Pharmaceutical Grade,99.3,,,,,1.39 g/cm³,0.12,MT,364,74,1868,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0003%""}","{""base_price"":7240,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-04-07T05:38:30.432Z,2025-12-18T05:38:30.432Z
ffc94d68-3202-43ed-9a55-e720204c3278,e87d343f-6e94-43b8-adde-6dc72f0bd7a1,Industrial Grade Recycled Lithium 98.8%,High-quality industrial grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Industrial Grade,98.82,,,,,1.34 g/cm³,0.04,MT,395,36,7768,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.002%"",""Fe"":""≤0.0003%""}","{""base_price"":8774,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-03-05T05:38:30.432Z,2025-12-15T05:38:30.432Z
a9498da5-48dc-46f1-85cc-49eb6db8c1c2,2fdb218f-c48f-4de7-ad02-fd395117beb6,Battery Grade Lithium Hydroxide 99.73%,High-quality battery grade lithium hydroxide for EV battery applications. Meets strict automotive specifications.,Lithium Hydroxide,Battery Grade,99.73,,56.13,,D50: 30μm,1.07 g/cm³,0.08,MT,13,71,2989,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0001%""}","{""base_price"":15901,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-10-14T05:38:30.432Z,2025-12-21T05:38:30.432Z
673be6ec-11d4-47ed-a213-09a72033101a,2fdb218f-c48f-4de7-ad02-fd395117beb6,Technical Grade Lithium Hydroxide 99.56%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.56,,56.23,,,1.4 g/cm³,0.09,MT,255,84,2957,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0002%""}","{""base_price"":8121,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-05-19T05:38:30.432Z,2025-12-27T05:38:30.432Z
b5687ca1-a8d8-4cc1-928d-2700c28f2ac7,2fdb218f-c48f-4de7-ad02-fd395117beb6,Pharmaceutical Grade Recycled Lithium 98.2%,High-quality pharmaceutical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Pharmaceutical Grade,98.18,,,,,1.09 g/cm³,0.1,MT,440,33,3946,[],false,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0001%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0002%""}","{""base_price"":8591,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-05-10T05:38:30.432Z,2025-12-14T05:38:30.432Z
21213528-1088-4eba-b3f1-9b543604e440,2fdb218f-c48f-4de7-ad02-fd395117beb6,Pharmaceutical Grade Lithium Carbonate 99.55%,High-quality pharmaceutical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Pharmaceutical Grade,99.55,99.55,,,,1.05 g/cm³,0.12,MT,236,58,799,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0002%""}","{""base_price"":7956,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-09-10T05:38:30.432Z,2025-12-23T05:38:30.432Z
b7052cf5-eb2e-465f-9a72-12d13a8a1c43,2fdb218f-c48f-4de7-ad02-fd395117beb6,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,5.74,,1.18 g/cm³,0.06,MT,158,68,3968,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0008%"",""Fe"":""≤0.0002%""}","{""base_price"":7661,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-12-29T05:38:30.432Z,2025-12-29T05:38:30.432Z
3e1aaee6-18fd-42a2-815e-4eae67df17cb,2fdb218f-c48f-4de7-ad02-fd395117beb6,Battery Grade Recycled Lithium 99.3%,High-quality battery grade recycled lithium for EV battery applications. Meets strict automotive specifications.,Recycled Lithium,Battery Grade,99.28,,,,D50: 36μm,1.04 g/cm³,0.05,MT,33,88,224,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.001%"",""Fe"":""≤0.0005%""}","{""base_price"":1012,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-04-20T05:38:30.432Z,2025-12-16T05:38:30.432Z
afeccf1b-020d-48e4-9d8a-5ab654e20e00,2fdb218f-c48f-4de7-ad02-fd395117beb6,Industrial Grade Lithium Chloride 98.4%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,98.42,,,,,1.21 g/cm³,0.06,MT,138,54,6244,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0002%""}","{""base_price"":6691,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-03-07T05:38:30.432Z,2025-12-06T05:38:30.432Z
e00012ec-7a2c-48dc-a5ea-b86db55be2d9,ea2c37c7-46e8-47c7-8577-70d863154c38,Battery Grade Lithium Hydroxide 99.76%,High-quality battery grade lithium hydroxide for EV battery applications. Meets strict automotive specifications.,Lithium Hydroxide,Battery Grade,99.76,,56.12,,D50: 24μm,0.89 g/cm³,0.11,MT,32,52,2322,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0016%"",""Fe"":""≤0.0005%""}","{""base_price"":15785,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-03-05T05:38:30.432Z,2025-12-31T05:38:30.432Z
be83957d-cd13-4d60-b391-4b90bbb5fa9b,ea2c37c7-46e8-47c7-8577-70d863154c38,Pharmaceutical Grade Other 99.2%,High-quality pharmaceutical grade other for industrial applications. Reliable quality for manufacturing.,Other,Pharmaceutical Grade,99.24,,,,,1.01 g/cm³,0.03,MT,441,31,9311,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0004%""}","{""base_price"":6744,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-06-17T05:38:30.432Z,2025-12-25T05:38:30.432Z
e7292c8a-f99d-4ca9-bbc3-61760b40caa8,ea2c37c7-46e8-47c7-8577-70d863154c38,Technical Grade Recycled Lithium 99.2%,High-quality technical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Technical Grade,99.15,,,,,0.9 g/cm³,0.13,MT,293,79,5248,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0003%""}","{""base_price"":9947,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-10-25T05:38:30.432Z,2025-12-03T05:38:30.432Z
eb9fce26-ad77-4bbf-8107-27007c5003ff,ea2c37c7-46e8-47c7-8577-70d863154c38,Battery Grade Other 98.3%,High-quality battery grade other for EV battery applications. Meets strict automotive specifications.,Other,Battery Grade,98.25,,,,D50: 38μm,1.28 g/cm³,0.04,MT,25,84,3927,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0004%""}","{""base_price"":1155,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-11-05T05:38:30.432Z,2025-12-08T05:38:30.432Z
16772f2d-93f6-42e4-9b3d-6fe381dd229d,ea2c37c7-46e8-47c7-8577-70d863154c38,Technical Grade Other 98.5%,High-quality technical grade other for industrial applications. Reliable quality for manufacturing.,Other,Technical Grade,98.53,,,,,0.88 g/cm³,0.1,MT,342,69,5820,[],false,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0003%""}","{""base_price"":9377,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-01-03T05:38:30.432Z,2025-12-22T05:38:30.432Z
4171494a-ed16-46c9-9338-35ce686bc30f,ea2c37c7-46e8-47c7-8577-70d863154c38,Technical Grade Recycled Lithium 98.9%,High-quality technical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Technical Grade,98.88,,,,,1.2 g/cm³,0.09,MT,323,37,6803,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0019%"",""Fe"":""≤0.0004%""}","{""base_price"":9530,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-05-05T05:38:30.432Z,2026-01-01T05:38:30.432Z
7878c981-61d3-4167-a637-6c31c73601ef,ea2c37c7-46e8-47c7-8577-70d863154c38,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,6.71,,1.05 g/cm³,0.1,MT,313,47,277,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0005%""}","{""base_price"":5865,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-12-29T05:38:30.432Z,2025-12-24T05:38:30.432Z
527b0dab-ffa3-42d9-b380-6284933604ec,ea2c37c7-46e8-47c7-8577-70d863154c38,Battery Grade Recycled Lithium 99.3%,High-quality battery grade recycled lithium for EV battery applications. Meets strict automotive specifications.,Recycled Lithium,Battery Grade,99.26,,,,D50: 55μm,1.22 g/cm³,0.12,MT,40,66,3233,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0002%""}","{""base_price"":1142,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-06-09T05:38:30.432Z,2025-12-05T05:38:30.432Z
c436ba7b-e40e-473b-81a8-b083a925b1a1,ea2c37c7-46e8-47c7-8577-70d863154c38,Industrial Grade Lithium Carbonate 99.4%,High-quality industrial grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Industrial Grade,99.39,99.39,,,,0.88 g/cm³,0.13,MT,230,72,440,[],false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0004%""}","{""base_price"":8302,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-02-12T05:38:30.432Z,2025-12-13T05:38:30.432Z
6bd3add1-d7bf-4ba7-a6fa-8d03c061fe7a,ea2c37c7-46e8-47c7-8577-70d863154c38,Battery Grade Lithium Carbonate 99.5%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.49,99.49,,,D50: 53μm,1.34 g/cm³,0.12,MT,16,79,2113,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0008%"",""Fe"":""≤0.0002%""}","{""base_price"":11541,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-07-11T05:38:30.432Z,2025-12-20T05:38:30.432Z
3f2a382c-cd3c-430e-b806-fe8974c718df,ea2c37c7-46e8-47c7-8577-70d863154c38,Industrial Grade Lithium Carbonate 99.85%,High-quality industrial grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Industrial Grade,99.85,99.85,,,,0.87 g/cm³,0.01,MT,343,52,5173,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0003%""}","{""base_price"":9663,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-12-19T05:38:30.432Z,2026-01-01T05:38:30.432Z
4b589cc6-beda-408b-b186-9f1b93c7e434,5c014bcc-0c8e-4aa6-913b-023d35351c70,Technical Grade Other 98.6%,High-quality technical grade other for industrial applications. Reliable quality for manufacturing.,Other,Technical Grade,98.63,,,,,0.83 g/cm³,0.01,MT,231,65,7108,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0001%"",""Fe"":""≤0.0003%""}","{""base_price"":7048,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-05-27T05:38:30.432Z,2025-12-29T05:38:30.432Z
047393a1-60d2-4ace-b9c9-975a3d088b4e,5c014bcc-0c8e-4aa6-913b-023d35351c70,Industrial Grade Lithium Spodumene,High-quality industrial grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Industrial Grade,,,,6.34,,0.91 g/cm³,0.03,MT,271,47,4328,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.001%"",""Fe"":""≤0.0004%""}","{""base_price"":8429,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-01-30T05:38:30.432Z,2025-12-29T05:38:30.432Z
e314d1e0-052a-4cb0-b5e0-1d5dea46fda7,5c014bcc-0c8e-4aa6-913b-023d35351c70,Industrial Grade Recycled Lithium 98.0%,High-quality industrial grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Industrial Grade,98.03,,,,,0.9 g/cm³,0.13,MT,389,38,2305,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0003%""}","{""base_price"":8905,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-01-30T05:38:30.432Z,2026-01-01T05:38:30.432Z
8351b76f-b2a6-42b8-a2e6-65fea8bfe06d,5c014bcc-0c8e-4aa6-913b-023d35351c70,Battery Grade Lithium Spodumene,High-quality battery grade lithium spodumene for EV battery applications. Meets strict automotive specifications.,Lithium Spodumene,Battery Grade,,,,5.62,D50: 13μm,0.98 g/cm³,0.05,MT,33,67,9122,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0001%""}","{""base_price"":945,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-07-18T05:38:30.432Z,2025-12-04T05:38:30.432Z
45b615f2-4e5f-4661-b979-afe58ebf9f77,5c014bcc-0c8e-4aa6-913b-023d35351c70,Technical Grade Recycled Lithium 98.6%,High-quality technical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Technical Grade,98.6,,,,,0.91 g/cm³,0.09,MT,462,85,7897,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0002%""}","{""base_price"":5798,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-03-27T05:38:30.432Z,2025-12-30T05:38:30.432Z
4dd53f64-e62e-47f8-b8bc-654b15505be0,5c014bcc-0c8e-4aa6-913b-023d35351c70,Technical Grade Lithium Hydroxide 99.71%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.71,,56.67,,,1 g/cm³,0.06,MT,446,67,9543,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.001%"",""Ca"":""≤0.002%"",""Fe"":""≤0.0004%""}","{""base_price"":9763,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-02-08T05:38:30.432Z,2025-12-26T05:38:30.432Z
f2f5f93e-17f8-4e78-abad-03c2a74126a7,5c014bcc-0c8e-4aa6-913b-023d35351c70,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,6.57,,0.84 g/cm³,0.11,MT,190,31,111,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0003%""}","{""base_price"":9411,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-08-22T05:38:30.432Z,2025-12-20T05:38:30.432Z
